SalesOrderNumber	OrderDate	ResellerKey	EmployeeKey	SalesTerritoryKey
SO53455	Monday, September 2, 2019	340	288	10
SO53458	Monday, September 2, 2019	448	288	10
SO53472	Wednesday, September 4, 2019	142	288	10
SO53511	Wednesday, September 11, 2019	322	288	10
SO53562	Saturday, September 21, 2019	16	288	10
SO53573	Monday, September 23, 2019	502	288	10
SO53574	Monday, September 23, 2019	268	288	10
SO53577	Monday, September 23, 2019	52	288	10
SO55236	Thursday, October 3, 2019	34	288	10
SO55268	Saturday, October 12, 2019	196	288	10
SO55270	Saturday, October 12, 2019	232	288	10
SO55288	Thursday, October 17, 2019	286	288	10
SO57018	Saturday, November 2, 2019	178	288	10
SO57083	Monday, November 11, 2019	430	288	10
SO57178	Thursday, November 28, 2019	250	288	10
SO57179	Thursday, November 28, 2019	592	288	10
SO57180	Thursday, November 28, 2019	520	288	10
SO57184	Friday, November 29, 2019	683	288	10
SO58905	Sunday, December 1, 2019	340	288	10
SO58920	Tuesday, December 3, 2019	142	288	10
SO58959	Wednesday, December 11, 2019	88	288	10
SO58960	Wednesday, December 11, 2019	322	288	10
SO59008	Wednesday, December 18, 2019	52	288	10
SO59063	Sunday, December 29, 2019	16	288	10
SO61175	Wednesday, January 1, 2020	34	288	10
SO61194	Wednesday, January 8, 2020	232	288	10
SO61214	Wednesday, January 15, 2020	286	288	10
SO61229	Monday, January 20, 2020	196	288	10
SO63126	Saturday, February 1, 2020	124	288	10
SO63218	Tuesday, February 18, 2020	556	288	10
SO63241	Friday, February 21, 2020	520	288	10
SO63255	Sunday, February 23, 2020	250	288	10
SO65151	Sunday, March 1, 2020	106	288	10
SO65154	Sunday, March 1, 2020	340	288	10
SO65158	Tuesday, March 3, 2020	448	288	10
SO65177	Thursday, March 5, 2020	142	288	10
SO65214	Wednesday, March 11, 2020	160	288	10
SO65224	Thursday, March 12, 2020	88	288	10
SO65254	Friday, March 20, 2020	322	288	10
SO65271	Sunday, March 22, 2020	16	288	10
SO65282	Tuesday, March 24, 2020	52	288	10
SO65319	Monday, March 30, 2020	502	288	10
SO67261	Friday, April 3, 2020	34	288	10
SO67289	Sunday, April 12, 2020	196	288	10
SO67293	Monday, April 13, 2020	232	288	10
SO67308	Saturday, April 18, 2020	286	288	10
SO69392	Friday, May 1, 2020	358	288	10
SO69395	Saturday, May 2, 2020	178	288	10
SO69461	Wednesday, May 13, 2020	430	288	10
SO69554	Friday, May 29, 2020	592	288	10
SO69558	Saturday, May 30, 2020	520	288	10
SO69563	Sunday, May 31, 2020	556	288	10
SO47006	Monday, August 20, 2018	376	288	10
SO48031	Friday, November 16, 2018	376	288	10
SO49061	Tuesday, February 5, 2019	376	288	10
SO50236	Saturday, May 11, 2019	376	288	10
SO51763	Wednesday, August 14, 2019	376	288	10
SO57080	Monday, November 11, 2019	376	288	10
SO63170	Monday, February 10, 2020	376	288	10
SO69456	Tuesday, May 12, 2020	376	288	10
SO46669	Friday, July 27, 2018	538	288	10
SO47721	Sunday, October 28, 2018	538	288	10
SO48771	Tuesday, January 22, 2019	538	288	10
SO49891	Sunday, April 28, 2019	538	288	10
SO51143	Saturday, July 20, 2019	538	288	10
SO55323	Tuesday, October 29, 2019	538	288	10
SO61238	Wednesday, January 22, 2020	538	288	10
SO67343	Wednesday, April 29, 2020	538	288	10
SO46623	Sunday, July 8, 2018	337	292	7
SO46627	Monday, July 9, 2018	265	292	7
SO46652	Thursday, July 19, 2018	139	292	7
SO46653	Friday, July 20, 2018	229	292	7
SO46941	Friday, August 3, 2018	686	292	7
SO46981	Sunday, August 12, 2018	638	292	7
SO46985	Tuesday, August 14, 2018	247	292	7
SO46987	Tuesday, August 14, 2018	175	292	7
SO47019	Wednesday, August 22, 2018	535	292	7
SO47376	Saturday, September 8, 2018	121	292	7
SO47377	Saturday, September 8, 2018	481	292	7
SO47391	Wednesday, September 12, 2018	499	292	7
SO47410	Sunday, September 16, 2018	571	292	7
SO47678	Saturday, October 6, 2018	265	292	7
SO47679	Saturday, October 6, 2018	337	292	7
SO47704	Sunday, October 21, 2018	229	292	7
SO47705	Monday, October 22, 2018	139	292	7
SO48005	Sunday, November 11, 2018	638	292	7
SO48009	Monday, November 12, 2018	247	292	7
SO48010	Monday, November 12, 2018	175	292	7
SO48042	Saturday, November 17, 2018	535	292	7
SO48085	Thursday, November 29, 2018	211	292	7
SO48317	Monday, December 10, 2018	481	292	7
SO48319	Tuesday, December 11, 2018	121	292	7
SO48332	Saturday, December 15, 2018	499	292	7
SO48348	Wednesday, December 19, 2018	571	292	7
SO48763	Saturday, January 19, 2019	139	292	7
SO48774	Wednesday, January 23, 2019	265	292	7
SO49097	Tuesday, February 12, 2019	686	292	7
SO49118	Sunday, February 17, 2019	638	292	7
SO49126	Tuesday, February 19, 2019	301	292	7
SO49129	Tuesday, February 19, 2019	175	292	7
SO49488	Wednesday, March 13, 2019	481	292	7
SO49504	Monday, March 18, 2019	499	292	7
SO49830	Thursday, April 4, 2019	337	292	7
SO49834	Saturday, April 6, 2019	265	292	7
SO49854	Sunday, April 14, 2019	229	292	7
SO49876	Tuesday, April 23, 2019	139	292	7
SO50222	Wednesday, May 8, 2019	638	292	7
SO50224	Thursday, May 9, 2019	247	292	7
SO50225	Thursday, May 9, 2019	175	292	7
SO50253	Thursday, May 16, 2019	535	292	7
SO50673	Wednesday, June 5, 2019	481	292	7
SO50681	Friday, June 7, 2019	499	292	7
SO50697	Wednesday, June 12, 2019	571	292	7
SO51103	Monday, July 8, 2019	337	292	7
SO51168	Tuesday, July 30, 2019	139	292	7
SO51696	Friday, August 2, 2019	686	292	7
SO51708	Sunday, August 4, 2019	680	292	7
SO51724	Wednesday, August 7, 2019	283	292	7
SO51729	Wednesday, August 7, 2019	391	292	7
SO51733	Thursday, August 8, 2019	103	292	7
SO51734	Thursday, August 8, 2019	638	292	7
SO51735	Thursday, August 8, 2019	614	292	7
SO51736	Thursday, August 8, 2019	656	292	7
SO51739	Friday, August 9, 2019	175	292	7
SO51742	Saturday, August 10, 2019	247	292	7
SO51752	Tuesday, August 13, 2019	632	292	7
SO51774	Friday, August 16, 2019	535	292	7
SO51857	Thursday, August 29, 2019	85	292	7
SO51858	Thursday, August 29, 2019	193	292	7
SO53475	Thursday, September 5, 2019	481	292	7
SO53478	Friday, September 6, 2019	121	292	7
SO53494	Sunday, September 8, 2019	445	292	7
SO53497	Monday, September 9, 2019	499	292	7
SO53523	Saturday, September 14, 2019	571	292	7
SO53525	Saturday, September 14, 2019	319	292	7
SO55250	Sunday, October 6, 2019	337	292	7
SO55311	Saturday, October 26, 2019	139	292	7
SO57028	Monday, November 4, 2019	680	292	7
SO57043	Wednesday, November 6, 2019	283	292	7
SO57050	Thursday, November 7, 2019	656	292	7
SO57051	Thursday, November 7, 2019	638	292	7
SO57053	Thursday, November 7, 2019	301	292	7
SO57054	Thursday, November 7, 2019	614	292	7
SO57055	Thursday, November 7, 2019	391	292	7
SO57061	Friday, November 8, 2019	175	292	7
SO57068	Saturday, November 9, 2019	632	292	7
SO57086	Wednesday, November 13, 2019	535	292	7
SO57119	Sunday, November 17, 2019	662	292	7
SO57143	Friday, November 22, 2019	193	292	7
SO57150	Saturday, November 23, 2019	85	292	7
SO58926	Tuesday, December 3, 2019	121	292	7
SO58927	Tuesday, December 3, 2019	481	292	7
SO58943	Saturday, December 7, 2019	499	292	7
SO58969	Thursday, December 12, 2019	571	292	7
SO61231	Monday, January 20, 2020	337	292	7
SO61246	Friday, January 24, 2020	229	292	7
SO61258	Tuesday, January 28, 2020	139	292	7
SO63129	Sunday, February 2, 2020	686	292	7
SO63153	Friday, February 7, 2020	283	292	7
SO63179	Tuesday, February 11, 2020	535	292	7
SO63188	Thursday, February 13, 2020	680	292	7
SO63204	Monday, February 17, 2020	614	292	7
SO63209	Monday, February 17, 2020	632	292	7
SO63210	Tuesday, February 18, 2020	391	292	7
SO63216	Tuesday, February 18, 2020	175	292	7
SO63217	Tuesday, February 18, 2020	103	292	7
SO63223	Wednesday, February 19, 2020	638	292	7
SO63272	Tuesday, February 25, 2020	662	292	7
SO63282	Thursday, February 27, 2020	193	292	7
SO65208	Tuesday, March 10, 2020	571	292	7
SO65213	Wednesday, March 11, 2020	121	292	7
SO65226	Friday, March 13, 2020	481	292	7
SO65253	Friday, March 20, 2020	499	292	7
SO65286	Wednesday, March 25, 2020	319	292	7
SO67339	Tuesday, April 28, 2020	139	292	7
SO69404	Sunday, May 3, 2020	680	292	7
SO69415	Tuesday, May 5, 2020	283	292	7
SO69426	Thursday, May 7, 2020	638	292	7
SO69428	Thursday, May 7, 2020	157	292	7
SO69429	Thursday, May 7, 2020	391	292	7
SO69430	Friday, May 8, 2020	301	292	7
SO69431	Friday, May 8, 2020	656	292	7
SO69433	Friday, May 8, 2020	614	292	7
SO69435	Saturday, May 9, 2020	103	292	7
SO69437	Saturday, May 9, 2020	175	292	7
SO69447	Sunday, May 10, 2020	632	292	7
SO69464	Wednesday, May 13, 2020	535	292	7
SO69477	Friday, May 15, 2020	686	292	7
SO69506	Wednesday, May 20, 2020	662	292	7
SO69531	Tuesday, May 26, 2020	85	292	7
SO69535	Wednesday, May 27, 2020	193	292	7
SO46626	Monday, July 9, 2018	355	292	7
SO47680	Sunday, October 7, 2018	355	292	7
SO48755	Monday, January 14, 2019	355	292	7
SO49833	Friday, April 5, 2019	355	292	7
SO51104	Monday, July 8, 2019	355	292	7
SO55252	Sunday, October 6, 2019	355	292	7
SO61216	Wednesday, January 15, 2020	355	292	7
SO67276	Wednesday, April 8, 2020	355	292	7
SO43670	Saturday, July 8, 2017	504	281	3
SO43690	Tuesday, July 25, 2017	431	281	3
SO43843	Tuesday, August 1, 2017	18	281	3
SO43915	Wednesday, August 30, 2017	287	281	3
SO44096	Friday, September 15, 2017	180	281	3
SO44292	Tuesday, October 10, 2017	643	281	3
SO44316	Monday, October 30, 2017	431	281	3
SO44487	Friday, November 3, 2017	18	281	3
SO44503	Tuesday, November 7, 2017	198	281	3
SO45051	Saturday, January 13, 2018	643	281	3
SO45071	Sunday, January 28, 2018	431	281	3
SO45266	Thursday, February 1, 2018	18	281	3
SO45539	Sunday, March 11, 2018	180	281	3
SO45787	Friday, April 6, 2018	504	281	3
SO45812	Thursday, April 26, 2018	431	281	3
SO46026	Wednesday, May 2, 2018	18	281	3
SO46346	Sunday, June 10, 2018	180	281	3
SO46621	Sunday, July 8, 2018	643	281	3
SO46662	Monday, July 23, 2018	660	281	3
SO46664	Wednesday, July 25, 2018	431	281	3
SO46931	Wednesday, August 1, 2018	18	281	3
SO46956	Tuesday, August 7, 2018	198	281	3
SO46968	Thursday, August 9, 2018	377	281	3
SO47030	Friday, August 24, 2018	323	281	3
SO47394	Wednesday, September 12, 2018	197	281	3
SO47674	Friday, October 5, 2018	643	281	3
SO47714	Thursday, October 25, 2018	431	281	3
SO47716	Friday, October 26, 2018	660	281	3
SO47962	Thursday, November 1, 2018	18	281	3
SO47995	Thursday, November 8, 2018	377	281	3
SO48288	Saturday, December 1, 2018	288	281	3
SO48333	Saturday, December 15, 2018	197	281	3
SO48342	Tuesday, December 18, 2018	395	281	3
SO48731	Wednesday, January 2, 2019	622	281	3
SO48735	Saturday, January 5, 2019	670	281	3
SO48748	Saturday, January 12, 2019	183	281	3
SO49093	Monday, February 11, 2019	381	281	3
SO49130	Tuesday, February 19, 2019	22	281	3
SO49448	Saturday, March 2, 2019	562	281	3
SO49465	Wednesday, March 6, 2019	579	281	3
SO49477	Sunday, March 10, 2019	147	281	3
SO49502	Monday, March 18, 2019	418	281	3
SO49542	Friday, March 29, 2019	695	281	3
SO49837	Sunday, April 7, 2019	670	281	3
SO49853	Sunday, April 14, 2019	183	281	3
SO50213	Monday, May 6, 2019	381	281	3
SO50219	Wednesday, May 8, 2019	310	281	3
SO50274	Tuesday, May 21, 2019	22	281	3
SO50675	Thursday, June 6, 2019	327	281	3
SO50696	Wednesday, June 12, 2019	579	281	3
SO50705	Saturday, June 15, 2019	147	281	3
SO50712	Monday, June 17, 2019	418	281	3
SO50751	Thursday, June 27, 2019	695	281	3
SO51085	Tuesday, July 2, 2019	622	281	3
SO51091	Thursday, July 4, 2019	220	281	3
SO51105	Wednesday, July 10, 2019	670	281	3
SO51129	Tuesday, July 16, 2019	183	281	3
SO51716	Monday, August 5, 2019	363	281	3
SO51720	Tuesday, August 6, 2019	381	281	3
SO51731	Wednesday, August 7, 2019	310	281	3
SO51749	Monday, August 12, 2019	606	281	3
SO51777	Saturday, August 17, 2019	237	281	3
SO51807	Tuesday, August 20, 2019	22	281	3
SO51873	Saturday, August 31, 2019	694	281	3
SO53480	Friday, September 6, 2019	327	281	3
SO53526	Saturday, September 14, 2019	579	281	3
SO53548	Thursday, September 19, 2019	418	281	3
SO53561	Saturday, September 21, 2019	544	281	3
SO53587	Tuesday, September 24, 2019	543	281	3
SO53590	Tuesday, September 24, 2019	454	281	3
SO53611	Saturday, September 28, 2019	695	281	3
SO53612	Saturday, September 28, 2019	400	281	3
SO55238	Thursday, October 3, 2019	622	281	3
SO55242	Friday, October 4, 2019	220	281	3
SO55257	Monday, October 7, 2019	670	281	3
SO55314	Saturday, October 26, 2019	183	281	3
SO57037	Tuesday, November 5, 2019	381	281	3
SO57041	Wednesday, November 6, 2019	363	281	3
SO57052	Thursday, November 7, 2019	310	281	3
SO57113	Sunday, November 17, 2019	22	281	3
SO57148	Saturday, November 23, 2019	237	281	3
SO58928	Tuesday, December 3, 2019	327	281	3
SO58970	Thursday, December 12, 2019	579	281	3
SO58996	Monday, December 16, 2019	418	281	3
SO59015	Thursday, December 19, 2019	543	281	3
SO59040	Monday, December 23, 2019	454	281	3
SO59051	Thursday, December 26, 2019	39	281	3
SO59058	Friday, December 27, 2019	544	281	3
SO61174	Wednesday, January 1, 2020	622	281	3
SO61189	Monday, January 6, 2020	670	281	3
SO61221	Thursday, January 16, 2020	220	281	3
SO63152	Friday, February 7, 2020	363	281	3
SO63162	Saturday, February 8, 2020	22	281	3
SO63183	Wednesday, February 12, 2020	237	281	3
SO63194	Saturday, February 15, 2020	381	281	3
SO65205	Tuesday, March 10, 2020	579	281	3
SO65215	Wednesday, March 11, 2020	418	281	3
SO65221	Thursday, March 12, 2020	327	281	3
SO65281	Tuesday, March 24, 2020	454	281	3
SO65301	Friday, March 27, 2020	39	281	3
SO65309	Saturday, March 28, 2020	543	281	3
SO65311	Saturday, March 28, 2020	544	281	3
SO67262	Saturday, April 4, 2020	622	281	3
SO67267	Monday, April 6, 2020	220	281	3
SO67280	Thursday, April 9, 2020	670	281	3
SO67299	Tuesday, April 14, 2020	183	281	3
SO69414	Tuesday, May 5, 2020	363	281	3
SO69418	Wednesday, May 6, 2020	381	281	3
SO69468	Thursday, May 14, 2020	237	281	3
SO69495	Tuesday, May 19, 2020	22	281	3
SO43676	Saturday, July 15, 2017	17	281	5
SO43693	Thursday, July 27, 2017	485	281	5
SO44318	Tuesday, October 31, 2017	485	281	5
SO45056	Wednesday, January 17, 2018	17	281	5
SO45075	Wednesday, January 31, 2018	485	281	5
SO45796	Saturday, April 14, 2018	17	281	5
SO46631	Friday, July 13, 2018	17	281	5
SO47416	Monday, September 17, 2018	90	281	5
SO47684	Monday, October 8, 2018	17	281	5
SO43673	Monday, July 10, 2017	618	281	2
SO43682	Wednesday, July 19, 2017	486	281	2
SO43688	Sunday, July 23, 2017	161	281	2
SO43858	Tuesday, August 8, 2017	36	281	2
SO43876	Sunday, August 20, 2017	270	281	2
SO43883	Monday, August 21, 2017	684	281	2
SO43907	Sunday, August 27, 2017	342	281	2
SO43908	Monday, August 28, 2017	432	281	2
SO44114	Saturday, September 23, 2017	575	281	2
SO44117	Sunday, September 24, 2017	143	281	2
SO44129	Wednesday, September 27, 2017	54	281	2
SO44131	Friday, September 29, 2017	576	281	2
SO44280	Sunday, October 1, 2017	215	281	2
SO44293	Wednesday, October 11, 2017	618	281	2
SO44307	Friday, October 20, 2017	486	281	2
SO44311	Thursday, October 26, 2017	269	281	2
SO44313	Friday, October 27, 2017	161	281	2
SO44491	Saturday, November 4, 2017	162	281	2
SO44494	Sunday, November 5, 2017	558	281	2
SO44502	Tuesday, November 7, 2017	36	281	2
SO44515	Thursday, November 9, 2017	107	281	2
SO44522	Monday, November 13, 2017	270	281	2
SO44531	Wednesday, November 15, 2017	684	281	2
SO44559	Sunday, November 26, 2017	342	281	2
SO44740	Friday, December 1, 2017	216	281	2
SO44778	Saturday, December 23, 2017	575	281	2
SO44782	Sunday, December 24, 2017	143	281	2
SO44784	Sunday, December 24, 2017	126	281	2
SO44797	Saturday, December 30, 2017	54	281	2
SO44800	Sunday, December 31, 2017	576	281	2
SO45053	Sunday, January 14, 2018	618	281	2
SO45067	Saturday, January 27, 2018	269	281	2
SO45069	Sunday, January 28, 2018	161	281	2
SO45277	Monday, February 5, 2018	558	281	2
SO45285	Thursday, February 8, 2018	36	281	2
SO45297	Sunday, February 11, 2018	107	281	2
SO45302	Thursday, February 15, 2018	270	281	2
SO45304	Thursday, February 15, 2018	144	281	2
SO45309	Friday, February 16, 2018	684	281	2
SO45335	Friday, February 23, 2018	342	281	2
SO45556	Saturday, March 17, 2018	575	281	2
SO45561	Monday, March 19, 2018	143	281	2
SO45562	Tuesday, March 20, 2018	126	281	2
SO45573	Monday, March 26, 2018	576	281	2
SO45575	Tuesday, March 27, 2018	54	281	2
SO45793	Tuesday, April 10, 2018	618	281	2
SO45807	Tuesday, April 24, 2018	269	281	2
SO45809	Thursday, April 26, 2018	161	281	2
SO46036	Friday, May 4, 2018	558	281	2
SO46043	Wednesday, May 9, 2018	36	281	2
SO46054	Tuesday, May 15, 2018	107	281	2
SO46059	Wednesday, May 16, 2018	270	281	2
SO46061	Wednesday, May 16, 2018	144	281	2
SO46068	Friday, May 18, 2018	684	281	2
SO46095	Sunday, May 27, 2018	342	281	2
SO46097	Monday, May 28, 2018	432	281	2
SO46363	Tuesday, June 19, 2018	575	281	2
SO46368	Wednesday, June 20, 2018	143	281	2
SO46385	Wednesday, June 27, 2018	54	281	2
SO46386	Thursday, June 28, 2018	576	281	2
SO46610	Wednesday, July 4, 2018	125	281	2
SO46620	Saturday, July 7, 2018	618	281	2
SO46633	Friday, July 13, 2018	594	281	2
SO46640	Monday, July 16, 2018	252	281	2
SO46655	Friday, July 20, 2018	414	281	2
SO46666	Wednesday, July 25, 2018	234	281	2
SO46947	Sunday, August 5, 2018	667	281	2
SO46948	Monday, August 6, 2018	558	281	2
SO46986	Tuesday, August 14, 2018	89	281	2
SO46994	Thursday, August 16, 2018	396	281	2
SO47001	Saturday, August 18, 2018	684	281	2
SO47011	Tuesday, August 21, 2018	540	281	2
SO47021	Thursday, August 23, 2018	359	281	2
SO47025	Thursday, August 23, 2018	666	281	2
SO47050	Monday, August 27, 2018	432	281	2
SO47052	Monday, August 27, 2018	642	281	2
SO47055	Tuesday, August 28, 2018	108	281	2
SO47351	Saturday, September 1, 2018	216	281	2
SO47395	Thursday, September 13, 2018	72	281	2
SO47421	Tuesday, September 18, 2018	575	281	2
SO47432	Thursday, September 20, 2018	126	281	2
SO47450	Thursday, September 27, 2018	54	281	2
SO47664	Wednesday, October 3, 2018	125	281	2
SO47675	Friday, October 5, 2018	618	281	2
SO47685	Monday, October 8, 2018	594	281	2
SO47706	Monday, October 22, 2018	414	281	2
SO47718	Friday, October 26, 2018	234	281	2
SO47975	Saturday, November 3, 2018	558	281	2
SO47976	Saturday, November 3, 2018	667	281	2
SO48017	Wednesday, November 14, 2018	233	281	2
SO48021	Wednesday, November 14, 2018	396	281	2
SO48026	Thursday, November 15, 2018	684	281	2
SO48034	Friday, November 16, 2018	540	281	2
SO48050	Monday, November 19, 2018	666	281	2
SO48073	Monday, November 26, 2018	432	281	2
SO48076	Monday, November 26, 2018	642	281	2
SO48077	Tuesday, November 27, 2018	108	281	2
SO48290	Sunday, December 2, 2018	216	281	2
SO48336	Sunday, December 16, 2018	72	281	2
SO48371	Tuesday, December 25, 2018	126	281	2
SO48392	Saturday, December 29, 2018	54	281	2
SO48394	Saturday, December 29, 2018	576	281	2
SO43687	Sunday, July 23, 2017	269	281	2
SO43851	Friday, August 4, 2017	558	281	2
SO43870	Tuesday, August 15, 2017	107	281	2
SO44558	Sunday, November 26, 2017	432	281	2
SO45063	Monday, January 22, 2018	486	281	2
SO45333	Thursday, February 22, 2018	432	281	2
SO45803	Saturday, April 21, 2018	486	281	2
SO46027	Wednesday, May 2, 2018	162	281	2
SO46324	Saturday, June 2, 2018	216	281	2
SO43675	Friday, July 14, 2017	670	283	3
SO43881	Monday, August 21, 2017	346	283	3
SO43884	Monday, August 21, 2017	623	283	3
SO43899	Saturday, August 26, 2017	364	283	3
SO44079	Tuesday, September 5, 2017	57	283	3
SO44097	Saturday, September 16, 2017	418	283	3
SO44105	Wednesday, September 20, 2017	453	283	3
SO44110	Friday, September 22, 2017	579	283	3
SO44125	Tuesday, September 26, 2017	238	283	3
SO44287	Sunday, October 8, 2017	646	283	3
SO44296	Thursday, October 12, 2017	670	283	3
SO44528	Tuesday, November 14, 2017	346	283	3
SO44530	Wednesday, November 15, 2017	623	283	3
SO44550	Wednesday, November 22, 2017	364	283	3
SO44742	Monday, December 4, 2017	57	283	3
SO44758	Thursday, December 14, 2017	418	283	3
SO44767	Tuesday, December 19, 2017	453	283	3
SO44772	Thursday, December 21, 2017	579	283	3
SO44793	Thursday, December 28, 2017	238	283	3
SO45045	Saturday, January 6, 2018	646	283	3
SO45055	Tuesday, January 16, 2018	670	283	3
SO45307	Friday, February 16, 2018	346	283	3
SO45308	Friday, February 16, 2018	623	283	3
SO45326	Tuesday, February 20, 2018	364	283	3
SO45520	Friday, March 2, 2018	57	283	3
SO45538	Saturday, March 10, 2018	418	283	3
SO45547	Wednesday, March 14, 2018	453	283	3
SO45550	Thursday, March 15, 2018	579	283	3
SO45569	Sunday, March 25, 2018	238	283	3
SO45785	Friday, April 6, 2018	646	283	3
SO45795	Saturday, April 14, 2018	670	283	3
SO46066	Friday, May 18, 2018	346	283	3
SO46067	Friday, May 18, 2018	623	283	3
SO46087	Thursday, May 24, 2018	364	283	3
SO46325	Saturday, June 2, 2018	57	283	3
SO46344	Sunday, June 10, 2018	418	283	3
SO46353	Wednesday, June 13, 2018	453	283	3
SO46358	Sunday, June 17, 2018	579	283	3
SO46378	Saturday, June 23, 2018	238	283	3
SO46605	Sunday, July 1, 2018	622	283	3
SO46629	Tuesday, July 10, 2018	670	283	3
SO46651	Thursday, July 19, 2018	183	283	3
SO46656	Saturday, July 21, 2018	274	283	3
SO46969	Thursday, August 9, 2018	381	283	3
SO46979	Sunday, August 12, 2018	310	283	3
SO47378	Saturday, September 8, 2018	327	283	3
SO47384	Sunday, September 9, 2018	418	283	3
SO47409	Saturday, September 15, 2018	579	283	3
SO47419	Tuesday, September 18, 2018	147	283	3
SO47428	Wednesday, September 19, 2018	39	283	3
SO47429	Wednesday, September 19, 2018	111	283	3
SO47440	Tuesday, September 25, 2018	695	283	3
SO47659	Monday, October 1, 2018	622	283	3
SO47683	Monday, October 8, 2018	670	283	3
SO47996	Thursday, November 8, 2018	381	283	3
SO48045	Saturday, November 17, 2018	237	283	3
SO48318	Tuesday, December 11, 2018	327	283	3
SO48325	Thursday, December 13, 2018	418	283	3
SO48334	Saturday, December 15, 2018	472	283	3
SO48349	Wednesday, December 19, 2018	579	283	3
SO48360	Saturday, December 22, 2018	147	283	3
SO48379	Thursday, December 27, 2018	695	283	3
SO48786	Sunday, January 27, 2019	660	283	3
SO49040	Friday, February 1, 2019	18	283	3
SO49119	Sunday, February 17, 2019	377	283	3
SO49447	Saturday, March 2, 2019	288	283	3
SO49512	Wednesday, March 20, 2019	197	283	3
SO49859	Tuesday, April 16, 2019	643	283	3
SO49870	Friday, April 19, 2019	660	283	3
SO49885	Saturday, April 27, 2019	431	283	3
SO50189	Wednesday, May 1, 2019	18	283	3
SO50201	Friday, May 3, 2019	198	283	3
SO50211	Monday, May 6, 2019	377	283	3
SO50285	Wednesday, May 22, 2019	323	283	3
SO50682	Friday, June 7, 2019	197	283	3
SO50690	Tuesday, June 11, 2019	395	283	3
SO51140	Friday, July 19, 2019	660	283	3
SO51149	Monday, July 22, 2019	431	283	3
SO51691	Thursday, August 1, 2019	18	283	3
SO51717	Monday, August 5, 2019	377	283	3
SO51719	Tuesday, August 6, 2019	360	283	3
SO53471	Wednesday, September 4, 2019	306	283	3
SO53499	Tuesday, September 10, 2019	197	283	3
SO55294	Sunday, October 20, 2019	660	283	3
SO55302	Wednesday, October 23, 2019	431	283	3
SO57015	Friday, November 1, 2019	18	283	3
SO57040	Wednesday, November 6, 2019	360	283	3
SO57129	Tuesday, November 19, 2019	323	283	3
SO58921	Tuesday, December 3, 2019	306	283	3
SO58944	Saturday, December 7, 2019	197	283	3
SO61234	Tuesday, January 21, 2020	431	283	3
SO61240	Thursday, January 23, 2020	660	283	3
SO63123	Saturday, February 1, 2020	18	283	3
SO63165	Sunday, February 9, 2020	468	283	3
SO65178	Thursday, March 5, 2020	306	283	3
SO65195	Sunday, March 8, 2020	197	283	3
SO67327	Saturday, April 25, 2020	660	283	3
SO67332	Monday, April 27, 2020	431	283	3
SO69393	Friday, May 1, 2020	18	283	3
SO69416	Wednesday, May 6, 2020	377	283	3
SO69562	Sunday, May 31, 2020	287	283	3
SO48759	Tuesday, January 15, 2019	17	283	5
SO49473	Friday, March 8, 2019	90	283	5
SO49868	Friday, April 19, 2019	17	283	5
SO50196	Thursday, May 2, 2019	449	283	5
SO50703	Friday, June 14, 2019	90	283	5
SO51110	Friday, July 12, 2019	17	283	5
SO53530	Sunday, September 15, 2019	90	283	5
SO55260	Wednesday, October 9, 2019	17	283	5
SO57106	Saturday, November 16, 2019	449	283	5
SO58974	Friday, December 13, 2019	90	283	5
SO61223	Friday, January 17, 2020	17	283	5
SO65210	Tuesday, March 10, 2020	90	283	5
SO67283	Friday, April 10, 2020	17	283	5
SO69472	Thursday, May 14, 2020	449	283	5
SO48739	Sunday, January 6, 2019	252	283	2
SO48751	Sunday, January 13, 2019	618	283	2
SO48753	Sunday, January 13, 2019	125	283	2
SO48770	Monday, January 21, 2019	594	283	2
SO48781	Thursday, January 24, 2019	269	283	2
SO48788	Monday, January 28, 2019	234	283	2
SO49057	Monday, February 4, 2019	89	283	2
SO49068	Wednesday, February 6, 2019	540	283	2
SO49084	Saturday, February 9, 2019	667	283	2
SO49113	Saturday, February 16, 2019	233	283	2
SO49115	Sunday, February 17, 2019	666	283	2
SO49117	Sunday, February 17, 2019	396	283	2
SO49123	Monday, February 18, 2019	558	283	2
SO49156	Wednesday, February 27, 2019	432	283	2
SO49157	Wednesday, February 27, 2019	642	283	2
SO49158	Wednesday, February 27, 2019	108	283	2
SO49169	Thursday, February 28, 2019	684	283	2
SO49446	Saturday, March 2, 2019	216	283	2
SO49476	Sunday, March 10, 2019	575	283	2
SO49479	Monday, March 11, 2019	72	283	2
SO49518	Friday, March 22, 2019	54	283	2
SO49531	Thursday, March 28, 2019	126	283	2
SO49536	Friday, March 29, 2019	690	283	2
SO49545	Sunday, March 31, 2019	636	283	2
SO49547	Sunday, March 31, 2019	576	283	2
SO49825	Tuesday, April 2, 2019	125	283	2
SO49843	Wednesday, April 10, 2019	594	283	2
SO49864	Thursday, April 18, 2019	618	283	2
SO49888	Saturday, April 27, 2019	234	283	2
SO49894	Tuesday, April 30, 2019	252	283	2
SO50228	Friday, May 10, 2019	396	283	2
SO50235	Saturday, May 11, 2019	684	283	2
SO50258	Friday, May 17, 2019	359	283	2
SO50259	Saturday, May 18, 2019	558	283	2
SO50263	Monday, May 20, 2019	667	283	2
SO50277	Tuesday, May 21, 2019	107	283	2
